Song Title,Artist,Release Date,Angella,Favorites,Pace: Upbeat,Pace: Medium,Pace: Slow,Sing-Along,Love Song,Processional Ideas,Recessional Ideas,First Dance,Father/Daughter,Mother/Son,Folk,Pop,Country,Rock,Indie,Alternative, Reggae,Soul,Funk,Punk,Acoustic,R&B,Children,Blues,Jazz,Dance,International,Rap,Religious,Vocal,Hip Hop,Singer-Songwriter,Bluegrass,Jam,Classical,Link
"If You Want to Sing Out, Sing Out",Cat Stevens,12/1/1984,no,yes,no,yes,no,no,no,no,no,no,no,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,https://www.evernote.com/shard/s3/nl/584496/e7307ac9-93e8-497d-bb01-6bfaf91974ee/
The Wind,Cat Stevens,10/1/1971,no,yes,no,no,yes,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,https://www.evernote.com/shard/s3/nl/584496/71d57124-f816-4081-9578-b8aab6b5fd0a/
Wild World,Cat Stevens,11/23/1970,no,yes,no,yes,no,yes,no,no,no,no,no,no,yes,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,https://www.evernote.com/shard/s3/nl/584496/5746998e-cecc-48ba-8ec9-538e91fb879e/
Closer,Chainsmokers,7/29/2016,no,yes,no,yes,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,https://www.evernote.com/shard/s3/nl/584496/baba65bd-f40a-4453-a381-191060e7b743/
Don't Let Me Down,Chainsmokers,2/5/2016,no,yes,no,yes,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,https://www.evernote.com/shard/s3/nl/584496/9307ad3f-56a6-44f1-a5d1-2710c2e62005/
Sunday Candy,Chance the Rapper,5/28/2015,no,yes,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,yes,no,no,no,no,no,no,no,no,yes,no,no,no,no,no
Tennessee Whiskey,Chris Stapleton,5/5/2015,no,yes,no,yes,yes,no,yes,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,https://www.evernote.com/shard/s3/nl/584496/b32124fa-03d6-4afa-984c-47f609f42a54/
A Thousand Years,Christina Perri,10/18/2011,yes,yes,no,no,yes,no,yes,yes,yes,yes,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,https://www.evernote.com/shard/s3/nl/584496/daf31f8b-c1a8-43a5-92f8-ec46e9f5b383/
Bullet And A Target,Citizen Cope,9/14/2004,yes,yes,yes,no,no,no,no,no,no,no,no,no,yes,no,no,yes,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,https://www.evernote.com/shard/s3/nl/584496/76532e49-3e07-4d7a-8954-c393a7426f9d/
Healing Hands,Citizen Cope,2/8/2010,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,https://www.evernote.com/shard/s3/nl/584496/e29b596e-fa42-4179-977a-34823bb08ff2/
Sideways,Citizen Cope,9/14/2004,yes,yes,no,no,yes,no,yes,no,no,no,no,no,yes,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,https://www.evernote.com/shard/s3/nl/584496/52f38a63-8f46-4118-8f4b-f8250b396349/
Son's Gonna Rise,Citizen Cope,9/14/2004,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,https://www.evernote.com/shard/s3/nl/584496/889f2fa5-6c59-4f92-b98f-faaa14886204/
I've Got This Friend,Civil Wars,2/1/2011,yes,yes,no,yes,no,no,no,no,no,no,no,no,yes,no,yes,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,https://www.evernote.com/shard/s3/nl/584496/f7023c12-d70d-4c0f-a98c-3138be5c1c58/
Green Eyes,Coldplay,8/26/2002,no,yes,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,https://www.evernote.com/shard/s3/nl/584496/a96496da-3a3a-4265-956b-cd698704d55d/
In My Place,Coldplay,8/5/2002,no,yes,no,no,yes,no,no,no,no,no,no,no,no,yes,no,yes,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,https://www.evernote.com/shard/s3/nl/584496/f1f430ab-bb8a-426d-a4fc-a1269b2457ad/
Magic,Coldplay,5/16/2014,no,yes,no,yes,no,no,no,no,no,no,no,no,no,yes,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,https://www.evernote.com/shard/s3/nl/584496/d0a27662-3433-4d2e-a4db-547b8a6909db/
The Scientist,Coldplay,11/4/2002,no,yes,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,https://www.evernote.com/shard/s3/nl/584496/bf96dec0-b645-49de-8740-13f9f8da5510/
Viva La Vida,Coldplay,5/25/2008,no,yes,yes,no,no,no,no,no,no,no,no,no,no,yes,no,yes,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,https://www.evernote.com/shard/s3/nl/584496/e4a1230a-bc42-4cad-a13f-22ec2be47d8f/
Yellow,Coldplay,6/26/2000,no,yes,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,https://www.evernote.com/shard/s3/nl/584496/931a0375-3857-41fc-91f5-9c928bc42892/
Mr. Jones,Counting Crows,9/14/1993,no,yes,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,https://www.evernote.com/shard/s3/nl/584496/5df71182-48c8-40fd-b243-d959028800db/
Round Here,Counting Crows,9/14/1993,no,yes,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,https://www.evernote.com/shard/s3/nl/584496/238ebc29-6991-44f1-b2e5-afd0a459fd30/
Bad Moon Rising,Creedence Clearwater Revival,8/3/1969,no,yes,yes,no,no,yes,no,no,no,no,no,no,no,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,https://www.evernote.com/shard/s3/nl/584496/c6725a25-f083-4b34-9d2c-b1c74b6f1c97/
Fortunate Son,Creedence Clearwater Revival,9/1/1969,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,https://www.evernote.com/shard/s3/nl/584496/16a6d862-5e06-4a6a-8a4d-9cc61c4881e7/
Have You Ever Seen The Rain,Creedence Clearwater Revival,12/7/1970,no,yes,no,yes,no,no,no,no,no,no,no,no,no,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,https://www.evernote.com/shard/s3/nl/584496/b84cba67-100d-43db-bf8d-f4ad283a7529/
Helplessley Hoping,Crosby Stills & Nash,5/29/1969,yes,yes,no,no,yes,no,no,no,no,no,no,no,yes,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,https://www.evernote.com/shard/s3/nl/584496/7c4bffbe-0986-4972-b715-c6e574a94b00/
Our House,Crosby Stills & Nash,3/11/1970,yes,yes,no,yes,no,no,no,no,no,no,no,no,yes,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,https://www.evernote.com/shard/s3/nl/584496/d5296930-b2d8-4e71-af94-5907417a0958/
Southern Cross,Crosby Stills & Nash,6/21/1982,no,yes,no,no,yes,no,no,no,no,no,no,no,yes,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,https://www.evernote.com/shard/s3/nl/584496/a6a437ad-18ba-4c8b-ba6b-96edb787231e/
Teach Your Children,Crosby Stills & Nash,3/11/1970,yes,yes,no,yes,no,no,no,no,no,no,no,no,yes,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,https://www.evernote.com/shard/s3/nl/584496/d9f15850-28ad-453a-901f-f9952c10adee/
Don't dream it's over,Crowded house,10/20/1986,no,yes,no,yes,no,no,no,no,no,no,no,no,no,yes,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Get Lucky,Daft Punk,4/19/2013,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,https://www.evernote.com/shard/s3/nl/584496/fdc3f780-1cef-4f4a-85a7-3074af08f78b/
Cannonball,Damien Rice,2/1/2002,no,yes,no,no,yes,no,no,no,no,no,no,no,yes,no,no,no,yes,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,https://www.evernote.com/shard/s3/nl/584496/08686571-5991-40b4-81f3-505f531ae913/
Coconut Skins,Damien Rice,11/3/2006,yes,yes,yes,no,no,no,no,no,no,no,no,no,yes,no,no,no,yes,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,https://www.evernote.com/shard/s3/nl/584496/e21c4fd1-7612-47a6-8463-0dd8b5aa6d8e/
Delicate,Damien Rice,2/1/2002,no,yes,no,no,yes,no,no,no,no,no,no,no,yes,no,no,no,yes,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,https://www.evernote.com/shard/s3/nl/584496/77bb6b2b-b060-458c-a3af-7a0092630c0b/
Volcano,Damien Rice,2/1/2002,yes,yes,no,yes,no,no,no,no,no,no,no,no,yes,no,no,no,yes,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,https://www.evernote.com/shard/s3/nl/584496/b949ac4a-ed7c-48b9-939d-da321a039758/
Clean Elvis,Dan Reeder,3/16/2004,yes,yes,no,no,yes,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,https://www.evernote.com/shard/s3/nl/584496/6d33b714-4067-4a63-b05e-a0766b5ff045/
Hands Down,Dashboard Confessional,8/12/2003,no,yes,yes,yes,no,no,yes,no,no,no,no,no,no,no,no,yes,no,yes,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,https://www.evernote.com/shard/s3/nl/584496/02d0b769-683a-46d9-804a-b11fc549ff31/
Ants Marching,Dave Matthews Band,9/27/1994,no,yes,yes,no,no,yes,no,no,no,no,no,no,no,no,no,yes,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,https://www.evernote.com/shard/s3/nl/584496/25b19bc7-c8d5-4e29-a75a-a354e50ab870/
Crash Into Me,Dave Matthews Band,4/30/1996,no,yes,no,yes,no,no,yes,no,no,no,no,no,no,no,no,yes,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,https://www.evernote.com/shard/s3/nl/584496/85ecc0a8-3605-4bf4-99ff-1b6c93ac594e/
Grey Street,Dave Matthews Band,7/16/2002,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,https://www.evernote.com/shard/s3/nl/584496/9b3aa20f-078c-43e0-b4e9-48b432939406/
Lie In Our Graves,Dave Matthews Band,4/30/1996,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,https://www.evernote.com/shard/s3/nl/584496/02feb553-05fc-48a8-a55f-1889e02f343b/
Satellite,Dave Matthews Band,9/27/1994,no,yes,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,https://www.evernote.com/shard/s3/nl/584496/710f92c4-69ab-4ce5-8ecd-764ac84c04d1/
So Much To Say,Dave Matthews Band,4/30/1996,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,https://www.evernote.com/shard/s3/nl/584496/1a4e7d02-90b8-4892-8832-c5176cbe9612/
Tripping Billies,Dave Matthews Band,4/30/1996,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,https://www.evernote.com/shard/s3/nl/584496/4b9a51e6-d5c1-4545-9747-a952bc31d9b4/
You and Me,Dave Matthews Band,8/24/2009,no,yes,no,no,no,no,yes,no,yes,no,no,no,no,no,no,yes,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,https://www.evernote.com/shard/s3/nl/584496/916fdf31-6f46-49f9-a3f2-baea2b52851e/
Babylon,David Gray,7/12/1999,no,yes,no,yes,no,no,no,no,no,no,no,no,yes,no,no,yes,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,https://www.evernote.com/shard/s3/nl/584496/22264200-cbb1-4f57-bdc8-86ec0a84a9cb/
This Year's Love,David Gray,3/8/1999,no,yes,no,no,yes,no,yes,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,https://www.evernote.com/shard/s3/nl/584496/6b276e03-3a2a-4e3a-bd76-e4a9eb8dd45b/
That's Amore,Dean Martin,11/7/1953,no,yes,no,yes,no,yes,yes,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,https://www.evernote.com/shard/s3/nl/584496/4cf0727a-277b-43fb-8e00-a6e67329e137/
I Will Follow You Into The Dark,Death Cab For Cutie,6/26/2006,no,yes,no,no,yes,no,yes,no,no,no,no,no,no,no,no,yes,yes,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,https://www.evernote.com/shard/s3/nl/584496/13eaf2dd-eafb-43e4-847c-1630cb5651c6/
"Stay Young, Go Dancing",Death Cab for Cutie,9/26/2011,yes,yes,no,yes,no,no,yes,no,yes,yes,no,no,no,no,no,yes,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Say You Do,Dierks Bentley,10/6/2014,no,yes,no,yes,no,no,yes,no,no,yes,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,https://www.evernote.com/shard/s3/nl/584496/925a4ca3-8116-4f13-9c4e-47c5f46ee026/
Out Loud,Dispatch,9/1/1997,yes,yes,no,no,yes,no,yes,no,no,yes,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,https://www.evernote.com/shard/s3/nl/584496/31544f7b-3864-4938-8a82-ca545f838235/
The General,Dispatch,9/1/1997,yes,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,https://www.evernote.com/shard/s3/nl/584496/370d4a18-b109-4a98-be9e-1447f40cd4a1/
Two Coins,Dispatch,9/1/1997,yes,yes,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,https://www.evernote.com/shard/s3/nl/584496/82fe00c0-bc03-45b6-a930-45340e5ad90b/
I'm the One,DJ Khaled,4/28/2017,no,yes,yes,yes,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,https://www.evernote.com/shard/s3/nl/584496/8037c0e2-d970-4bda-9495-d778edceb2d4/
Drift Away,Dobie Gray,2/1/1973,yes,yes,yes,yes,no,yes,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,https://www.evernote.com/shard/s3/nl/584496/2fbccadc-2cda-416c-b27d-3c44c66ba3e6/
One Dance,Drake,4/5/2016,no,yes,no,yes,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,https://www.evernote.com/shard/s3/nl/584496/f1023978-011f-42fa-a09b-edf185d4a291/
Hotel California,Eagles,12/8/1976,no,yes,no,yes,no,yes,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,https://www.evernote.com/shard/s3/nl/584496/c006dcc2-4613-43dd-9312-03750c19f10b/
Peaceful Easy Feeling,Eagles,12/1/1972,no,yes,no,yes,no,no,yes,yes,no,no,no,no,no,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,https://www.evernote.com/shard/s3/nl/584496/a955f320-d623-4bff-8235-afbf815b50a8/
Take It Easy,Eagles,5/1/1972,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,https://www.evernote.com/shard/s3/nl/584496/04ace719-66e5-4594-8359-20aa5e974e53/
Castle on the Hill,Ed Sheeran,1/6/2017,no,yes,yes,yes,no,no,no,no,no,no,no,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,https://www.evernote.com/shard/s3/nl/584496/d5022f60-01c0-43ca-8929-1779294a3685/
I don't care,Ed Sheeran,5/10/2019,no,yes,no,yes,no,no,yes,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Perfect,Ed Sheeran,9/26/2017,no,yes,no,no,yes,no,yes,yes,no,yes,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,https://www.evernote.com/shard/s3/nl/584496/fc7d3e28-cd5d-4015-bd77-ff50d92b1945/
Shape of You,Ed Sheeran,1/6/2017,no,yes,yes,no,no,no,yes,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,https://www.evernote.com/shard/s3/nl/584496/7996276b-c1c1-4d5a-9455-586b5994a6e5/
Thinking Out Loud,Ed Sheeran,7/1/2014,no,yes,no,no,yes,no,yes,yes,no,no,no,no,no,no,no,yes,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,https://www.evernote.com/shard/s3/nl/584496/e81f8f02-0be1-4e69-ae06-6c68a5ffc8c6/
Hard Sun,Eddie Vedder,9/18/2007,no,yes,no,yes,no,no,no,no,no,no,no,no,yes,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,https://www.evernote.com/shard/s3/nl/584496/847e2dc6-252e-4310-a4f7-8b5cfe018941/
Society,Eddie Vedder,9/18/2007,no,yes,no,yes,no,no,no,no,no,no,no,no,yes,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,https://www.evernote.com/shard/s3/nl/584496/10bcbf19-6bc0-4d42-a6da-5a332ce26b9f/
That's What's Up,Edward Sharpe & the Magnetic Zeros,5/9/2012,yes,yes,no,yes,no,no,yes,no,yes,no,no,no,yes,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,https://www.evernote.com/shard/s3/nl/584496/59dd998c-c264-48ec-8942-67744a895c3a/
Angeles,Elliott Smith,2/25/1997,no,yes,no,yes,yes,no,no,no,no,no,no,no,yes,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,https://www.evernote.com/shard/s3/nl/584496/d208c065-ace9-444d-a15b-70118cfe0964/
Between The Bars,Elliott Smith,2/25/1997,no,yes,no,no,yes,no,no,no,no,no,no,no,yes,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,https://www.evernote.com/shard/s3/nl/584496/95bbbcc4-384c-476c-9c18-7666293a5b34/
Miss Misery,Elliott Smith,12/7/1997,no,yes,no,no,yes,no,no,no,no,no,no,no,yes,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,https://www.evernote.com/shard/s3/nl/584496/a2efc5b5-2640-4ea7-90db-432c09a1de0f/
Mona Lisas & Mad Hatters,Elton John,5/19/1972,no,yes,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,https://www.evernote.com/shard/s3/nl/584496/4b7fb913-0a59-4b06-9f53-8f95856ca82e/
Rocket Man,Elton John,4/14/1972,no,yes,no,yes,no,yes,no,no,no,no,no,no,no,yes,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,https://www.evernote.com/shard/s3/nl/584496/6e348bb3-a996-4f1c-83ce-cbae825265ea/
Tiny Dancer,Elton John,2/7/1972,no,yes,no,yes,no,no,yes,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,https://www.evernote.com/shard/s3/nl/584496/87a787c9-6a3e-4617-a008-d6d8c9f3dc52/
Your Song,Elton John,10/26/1970,no,yes,no,no,yes,no,yes,no,no,yes,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,https://www.evernote.com/shard/s3/nl/584496/10cb5ba9-5cb7-4053-aa09-95b85096e131/
Can't Help Falling In Love,Elvis Presley,10/1/1961,no,yes,no,no,yes,no,yes,yes,no,yes,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,https://www.evernote.com/shard/s3/nl/584496/68b23d91-27ea-4e86-8070-34476332ad65/
Hero,Family of the Year,1/1/2012,no,yes,no,yes,no,no,no,no,no,no,no,no,no,yes,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,https://www.evernote.com/shard/s3/nl/584496/d4af416d-6799-40c2-afca-b2aeea8fa772/
Dreams,Fleetwood Mac,3/24/1977,no,yes,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Go Your Own Way,Fleetwood Mac,1/1/1977,no,yes,yes,no,no,yes,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,https://www.evernote.com/shard/s3/nl/584496/5058186c-7851-4301-99a9-0b5ba63debbf/
Landslide,Fleetwood Mac,7/11/1975,no,yes,no,no,yes,no,no,no,no,no,no,no,yes,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,https://www.evernote.com/shard/s3/nl/584496/f03694cf-af63-496e-8d28-1cdcf0163750/
Everlong,Foo Fighters,8/18/1997,no,yes,no,yes,no,no,yes,no,no,no,no,no,no,no,no,yes,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,https://www.evernote.com/shard/s3/nl/584496/76e2bf03-0142-471d-8291-9f6bd793ec70/
Pumped Up Kicks,Foster The People,9/14/2010,yes,yes,yes,no,no,no,no,no,no,no,no,no,no,yes,no,yes,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,https://www.evernote.com/shard/s3/nl/584496/adc73788-22ca-4130-b8ee-95afd5cf3413/
Build Me Up Buttercup,Foundations,12/1/1968,no,yes,yes,no,no,yes,no,no,no,no,no,no,no,yes,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,https://www.evernote.com/shard/s3/nl/584496/bb78c343-541a-4579-9873-f953ef92a7cc/
Fly Me To The Moon,Frank Sinatra,8/1/1964,no,yes,no,yes,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,https://www.evernote.com/shard/s3/nl/584496/c700777e-d5d1-4cbd-b491-9dc5ecb1771f/
Summer Wind,Frank Sinatra,1/1/1965,no,yes,no,yes,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,https://www.evernote.com/shard/s3/nl/584496/6f939242-fd4e-456b-85a5-a0177f7dacdb/
The Way You Look Tonight,Frank Sinatra,1/1/1964,no,yes,no,yes,yes,no,yes,no,no,yes,yes,yes,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,https://www.evernote.com/shard/s3/nl/584496/be1c2819-ab51-4713-9d25-ca097b6b52d3/
Can't Take My Eyes Off You,Frankie Valli,5/1/1967,no,yes,yes,yes,no,yes,yes,no,no,yes,no,no,no,yes,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,https://www.evernote.com/shard/s3/nl/584496/da6cea56-d0f3-481c-a8d6-d1c1df6d4638/
Friends In Low Places,Garth Brooks,8/6/1990,no,yes,yes,yes,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,https://www.evernote.com/shard/s3/nl/584496/d0ea444b-dfc2-45c8-abc0-cbab2c347958/
Budapest,George Ezra,1/1/2013,yes,yes,no,yes,no,no,yes,no,no,yes,no,no,yes,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Faith,George Michael,10/12/1987,no,yes,yes,no,no,no,no,no,no,no,no,no,no,yes,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,https://www.evernote.com/shard/s3/nl/584496/c107f22b-ae85-4d61-97e1-0ceee95bf459/
I Will Survive,Gloria Gaynor,10/23/1978,no,yes,yes,no,no,yes,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,https://www.evernote.com/shard/s3/nl/584496/2682da94-6d24-411e-b9d9-14c69fe031ee/
Crazy,Gnarls Barkley,4/24/2006,no,yes,yes,yes,no,no,no,no,no,no,no,no,no,no,no,yes,no,yes,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,https://www.evernote.com/shard/s3/nl/584496/fd4fdc30-1b74-4018-9733-7a6a10436351/
Somebody That I Used To Know,Goyte,7/5/2011,no,yes,yes,no,no,no,no,no,no,no,no,no,no,yes,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,https://www.evernote.com/shard/s3/nl/584496/741a1031-8eb3-4565-9dda-1f8bbee63ff8/
Casey Jones,Grateful Dead,6/14/1970,no,yes,no,yes,no,no,no,no,no,no,no,no,yes,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
