Song Title,Artist,Release Date,Angella,Favorites,Pace: Upbeat,Pace: Medium,Pace: Slow,Sing-Along,Love Song,Processional Ideas,Recessional Ideas,First Dance,Father/Daughter,Mother/Son,Folk,Pop,Country,Rock,Indie,Alternative, Reggae,Soul,Funk,Punk,Acoustic,R&B,Children,Blues,Jazz,Dance,International,Rap,Religious,Vocal,Hip Hop,Singer-Songwriter,Bluegrass,Jam,Classical,Link
Late In The Evening,Paul Simon,7/1/1980,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,https://www.evernote.com/shard/s3/nl/584496/496d4d3e-c2ea-4c02-8787-206209801e9a/
Something So Right,Paul Simon,5/5/1973,no,no,no,no,yes,no,no,no,no,no,no,no,no,yes,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,https://www.evernote.com/shard/s3/nl/584496/14b4783a-f3a1-4c00-a00e-8153c40bf9dc/
St. Judy's Comet,Paul Simon,5/5/1973,no,no,no,no,yes,no,no,no,no,no,no,no,no,yes,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,https://www.evernote.com/shard/s3/nl/584496/f624b212-baa9-4565-911a-9070334e03ed/
Under African Skies,Paul Simon,8/25/1986,yes,no,yes,yes,no,no,no,no,no,no,no,no,yes,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,https://www.evernote.com/shard/s3/nl/584496/2a529c4b-f8e3-4f20-87ad-f21b3b745fba/
Last Kiss,Pearl Jam,11/11/2003,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,https://www.evernote.com/shard/s3/nl/584496/a1d73904-ee1c-4c47-af2a-7a44edf3a80b/
Baby I Love Your Way,Peter Frampton,3/1/1975,no,no,no,yes,no,yes,yes,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,https://www.evernote.com/shard/s3/nl/584496/45254a3d-c09b-49b8-9e80-c527b36d29f9/
Solsbury Hill,Peter Gabriel,1/1/1978,no,no,no,yes,no,no,no,no,no,no,no,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,https://www.evernote.com/shard/s3/nl/584496/703419d9-52eb-4643-adbd-ab0526dcf44f/
For Lovin' Me,Peter Paul & Mary,1/1/1965,yes,no,no,yes,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,https://www.evernote.com/shard/s3/nl/584496/2c697447-241a-40df-921c-ac14a1ba7063/
Leaving On A Jet Plane,Peter Paul & Mary,10/1/1969,no,no,no,no,yes,yes,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,https://www.evernote.com/shard/s3/nl/584496/ef5f878b-786b-4fd9-9a47-c92dd7777cfb/
Puff The Magic Dragon,Peter Paul & Mary,1/1/1963,no,no,no,yes,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,https://www.evernote.com/shard/s3/nl/584496/8a88ca60-d4ef-4946-a5e2-ed6b13fd7c78/
Happy,Pharrell Williams,11/21/2013,no,no,yes,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,yes,no,no,no,yes,no,no,no,no,no,no,no,no,no,https://www.evernote.com/shard/s3/nl/584496/b1d9f96a-2682-4b0a-ac9c-bdeba2560336/
You'll Be In My Heart,Phil Collins,6/15/1999,no,no,no,yes,no,no,no,no,no,no,yes,yes,no,yes,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,https://www.evernote.com/shard/s3/nl/584496/8e3a66b2-08ef-47a3-9613-985c892575a0/
Gone Gone Gone,Phillip Phillips,11/19/2012,no,no,yes,no,no,no,yes,no,no,no,no,no,no,yes,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,https://www.evernote.com/shard/s3/nl/584496/c498f65b-b740-4ac2-9d7a-cc3cf1eea18b/
Brian and Robert,Phish,10/27/1998,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,https://www.evernote.com/shard/s3/nl/584496/cf93d743-ae00-4645-b365-8c65ef17e608/
Character Zero,Phish,10/15/1996,no,no,yes,no,no,yes,no,no,no,no,no,no,no,no,no,yes,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,https://www.evernote.com/shard/s3/nl/584496/e3dcfd0c-d033-4518-ace1-ef74921b319a/
Waste,Phish,10/15/1996,yes,no,no,no,yes,no,yes,no,no,no,no,no,no,no,no,yes,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,https://www.evernote.com/shard/s3/nl/584496/1819c278-445c-4e72-92d0-a112f58077c5/
Comfortably Numb,Pink Floyd,6/23/1980,no,no,no,yes,no,yes,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,https://www.evernote.com/shard/s3/nl/584496/e6be2e97-f210-418f-81cd-eb6ac4b47f9e/
Starfish and Coffee,Prince,3/30/1987,no,no,no,yes,no,no,no,no,no,no,no,no,no,yes,no,yes,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Whiter Shade of Pale,Procol Harum,5/12/1967,no,no,no,no,yes,no,no,no,no,yes,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,https://www.evernote.com/shard/s3/nl/584496/70475569-0d4b-4d3e-a6ed-4881ebb432aa/
We Are The Champions,Queen,10/7/1977,no,no,no,yes,no,yes,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,https://www.evernote.com/shard/s3/nl/584496/a2ecba10-1ab0-4698-b6ec-8b1a3609e2ca/
Ignition (Remix),R Kelly,11/5/2002,no,no,no,yes,no,yes,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,https://www.evernote.com/shard/s3/nl/584496/5b0ab1db-bf19-445f-a8a0-f40cfd90e8bb/
Everybody Hurts,R.E.M.,4/15/1993,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,https://www.evernote.com/shard/s3/nl/584496/ada56430-5ea3-4c8c-bf8f-c9580bc25fbb/
Nightswimming,R.E.M.,7/15/1993,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,https://www.evernote.com/shard/s3/nl/584496/424a0879-369d-47dd-9a8c-4526725b833e/
You've Got A Friend In Me,Randy Newman,4/12/1996,no,no,no,yes,no,no,no,no,no,no,yes,yes,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,https://www.evernote.com/shard/s3/nl/584496/f9fd8b32-edea-4d93-b341-6d9cdfbddb4e/
Bless the Broken Road,Rascal Flatts,1/1/2005,no,no,no,yes,yes,no,yes,no,no,yes,no,no,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,https://www.evernote.com/shard/s3/nl/584496/527f32b6-14e2-4b11-b1d9-0aad0482015e/
Hold You In My Arms,Ray LaMontagne,9/14/2004,yes,no,no,no,yes,no,yes,no,no,yes,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,https://www.evernote.com/shard/s3/nl/584496/fa829189-dcbb-4c3a-8e52-57708fd32423/
Under The Bridge,Red Hot Chili Peppers,3/10/1992,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,https://www.evernote.com/shard/s3/nl/584496/4f8c10aa-e264-436c-8959-f6cbcce98305/
Lonesome Town,Ricky Nelson,8/29/1958,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,https://www.evernote.com/shard/s3/nl/584496/c17f1c22-18b6-4ed1-89a4-2a396eddec93/
Unchained Melody,Righteous Brothers,7/1/1965,no,no,no,no,yes,no,yes,no,no,yes,no,no,no,yes,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,https://www.evernote.com/shard/s3/nl/584496/5562c015-a72b-4d3b-a7d1-f9154d3e7b2f/
Dancing In The Dark,Rihanna,1/1/2014,no,no,no,yes,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,https://www.evernote.com/shard/s3/nl/584496/9d72724c-1182-4c40-a247-f1656775154a/
Diamonds,Rihanna,9/27/2012,no,no,no,yes,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,https://www.evernote.com/shard/s3/nl/584496/4e3e58b6-5ae9-480f-9f2e-f5ecd0490e90/
Man Down,Rihanna,5/3/2011,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,https://www.evernote.com/shard/s3/nl/584496/3e038ba6-488b-4cec-ad74-58cd0cb51f22/
Forever Young,Rod Stewart,5/23/1988,no,no,no,yes,no,no,no,no,no,no,yes,yes,no,yes,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,https://www.evernote.com/shard/s3/nl/584496/c223cd93-3997-4c2c-a5f4-2a288a22de13/
Oo De Lally (Robin Hood),Roger Miller,11/8/1973,no,no,no,no,yes,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,https://www.evernote.com/shard/s3/nl/584496/3e5e797c-b6bd-40ea-aae7-0d58176daafd/
Yours,Russell Dickerson,1/1/2017,no,no,no,no,yes,no,yes,no,no,yes,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Lost Boy,Ruth B,2/12/2015,no,no,no,no,yes,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,https://www.evernote.com/shard/s3/nl/584496/0ede6dac-2067-4e30-94b3-32d8cb75a438/
Oh My Sweet Carolina,Ryan Adams,9/5/2000,yes,no,no,no,yes,no,no,no,no,no,no,no,no,no,yes,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,https://www.evernote.com/shard/s3/nl/584496/7a742976-232e-4991-937a-f91cd19d8136/
A change is gonna come,Sam Cooke,2/1/1964,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Cupid,Sam Cooke,5/16/1961,no,no,no,yes,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,https://www.evernote.com/shard/s3/nl/584496/b62fc9d6-f563-4186-b7f4-f98386de86ce/
Beautiful Girls,Sean Kingston,5/26/2007,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,https://www.evernote.com/shard/s3/nl/584496/2f0a60f7-9804-40bf-8771-692f43b5c856/
Stompa,Serena Ryder,9/27/2012,yes,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,https://www.evernote.com/shard/s3/nl/584496/ba20faeb-f27e-407e-9e61-79e24ea31900/
America,Simon & Garfunkel,4/3/1968,no,no,no,yes,no,no,no,no,no,no,no,no,yes,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,https://www.evernote.com/shard/s3/nl/584496/6eca7215-8d7b-4a8d-a88a-146b2f0d5a1e/
Blues Run The Game,Simon & Garfunkel,1/1/1965,no,no,no,no,yes,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,https://www.evernote.com/shard/s3/nl/584496/be7e5150-43bb-4d61-b38b-113a7c89fc6b/
Bookends Theme,Simon & Garfunkel,4/3/1968,no,no,no,no,yes,no,no,no,no,no,no,no,yes,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,https://www.evernote.com/shard/s3/nl/584496/3ba55eb1-10eb-43c4-9920-6865fbeee709/
Flowers Never Bend With The Rainfall,Simon & Garfunkel,9/1/1966,no,no,yes,no,no,no,no,no,no,no,no,no,yes,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,https://www.evernote.com/shard/s3/nl/584496/fe279f61-9f61-4456-960c-fb2f389f83dd/
I Am A Rock,Simon & Garfunkel,1/17/1966,yes,no,yes,no,no,no,no,no,no,no,no,no,yes,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,https://www.evernote.com/shard/s3/nl/584496/0e6e60d1-e530-4698-be37-ee605565af6a/
Kathy's Song,Simon & Garfunkel,1/17/1966,no,no,no,no,yes,no,yes,no,no,no,no,no,yes,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,https://www.evernote.com/shard/s3/nl/584496/28cdde52-c11d-4370-b407-d341f69e895e/
Overs,Simon & Garfunkel,4/3/1968,no,no,no,no,yes,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,https://www.evernote.com/shard/s3/nl/584496/d7f065cc-e6dd-41b4-ad8c-61be9c82bbea/
Song For The Asking,Simon & Garfunkel,1/26/1970,no,no,no,yes,no,no,yes,no,no,no,no,no,yes,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,https://www.evernote.com/shard/s3/nl/584496/db5717d1-4b72-4cd1-9c83-d833f39427b1/
Sound Of Silence,Simon & Garfunkel,1/17/1966,yes,no,no,no,yes,no,no,no,no,no,no,no,yes,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,https://www.evernote.com/shard/s3/nl/584496/4785dc0d-ac83-4e84-aa35-7e5de3c6b0b0/
The Dangling Conversation,Simon & Garfunkel,9/1/1966,no,no,no,no,yes,no,no,no,no,no,no,no,yes,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,https://www.evernote.com/shard/s3/nl/584496/86f4fe26-fdf8-47f6-9070-c8777fd62ba0/
I'm Gonna Be (500 miles),Sleeping at last,1/1/2014,no,no,no,no,yes,no,yes,yes,no,yes,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Disarm,Smashing Pumpkins,3/22/1994,no,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no,yes,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,https://www.evernote.com/shard/s3/nl/584496/a9c9ad3b-7fee-46f3-88af-4fa540f7c708/
Chasing Cars,Snow Patrol,6/6/2006,no,no,no,yes,no,no,yes,no,no,yes,no,no,no,no,no,yes,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,https://www.evernote.com/shard/s3/nl/584496/e3436aa1-f875-4384-9788-9ad52bd86daf/
I Got You Babe,Sonny & Cher,7/9/1965,yes,no,no,yes,no,yes,yes,no,yes,yes,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,https://www.evernote.com/shard/s3/nl/584496/f74a2415-68cf-47ec-8ed1-22c2b23ae18c/
Edelweiss,Sound of Music,1/1/1959,no,no,no,no,yes,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,https://www.evernote.com/shard/s3/nl/584496/514ea073-3c0a-44dd-b873-94a9ad30b8e7/
Afternoon Delight,Starland Vocal Band,4/1/1976,yes,no,no,yes,no,no,no,no,no,no,no,no,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Nothing's Gonna Stop Us Now,Starship,1/30/1987,yes,no,yes,yes,no,no,yes,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
You Are the Sunshine of my Life,Stevie Wonder,3/1/1973,no,no,no,yes,no,no,no,no,no,no,yes,yes,no,yes,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Garden Grove,Sublime,7/30/1996,no,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no,yes,no,yes,yes,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,https://www.evernote.com/shard/s3/nl/584496/43386f95-578c-460e-ba2a-313c9db15ae5/
Rivers of Babylon,Sublime,6/1/1992,yes,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,https://www.evernote.com/shard/s3/nl/584496/a03c919a-d194-4b5b-822d-a7ff29c36dde/
Wrong Way,Sublime,5/25/1997,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,https://www.evernote.com/shard/s3/nl/584496/a8319d07-e945-45b7-bf4f-43ffffc070ad/
John Wayne Gacy Jr.,Sufjan Stevens,7/4/2005,no,no,no,no,yes,no,no,no,no,no,no,no,yes,yes,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,https://www.evernote.com/shard/s3/nl/584496/2b0a20e8-e994-47a1-9bd6-848e7da1b518/
Give a Little Bit,Supertramp,5/1/1977,no,no,yes,no,no,no,no,no,no,no,no,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,https://www.evernote.com/shard/s3/nl/584496/5c3084ce-9b4f-46a6-a409-fff8f8089696/
Dynamite,Taio Cruz,5/30/2010,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,https://www.evernote.com/shard/s3/nl/584496/5d1efcf9-b7e3-48f5-9096-1c1287993f2b/
Everything Has Changed (feat. Ed Sheeran),Taylor Swift,7/16/2013,yes,no,no,yes,no,no,yes,no,no,no,no,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,https://www.evernote.com/shard/s3/nl/584496/ee0395cd-8a55-4a94-af82-6a0e8e1a9b3f/
I Knew You Were Trouble,Taylor Swift,10/9/2012,no,no,no,yes,no,no,no,no,no,no,no,no,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,https://www.evernote.com/shard/s3/nl/584496/f74308a4-e498-4e92-b040-32893dc2eedd/
Mean,Taylor Swift,3/13/2011,no,no,no,yes,no,yes,no,no,no,no,no,no,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,https://www.evernote.com/shard/s3/nl/584496/b68862f5-aab8-4963-baf3-7c96580ef273/
I Was Just Thinking,Teitur,1/1/2003,no,no,no,no,yes,no,yes,no,no,no,no,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,https://www.evernote.com/shard/s3/nl/584496/0bf09fd4-9100-44f9-b714-8e40f9d5ac28/
Tribute,Tenacious D,9/25/2001,no,no,no,yes,no,yes,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,https://www.evernote.com/shard/s3/nl/584496/f848954c-315f-490d-aa7f-6c257e63bee2/
Wonder Boy,Tenacious D,9/25/2001,no,no,no,yes,no,yes,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,https://www.evernote.com/shard/s3/nl/584496/a90bc728-7287-457a-b18d-ad2892cd51ea/
Lion Sleeps Tonight,Tokens,11/1/1961,no,no,no,yes,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,https://www.evernote.com/shard/s3/nl/584496/3c2c381e-fa5e-41d0-849f-6aff1afd41c5/
Learning To Fly,Tom Petty,6/17/1991,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,https://www.evernote.com/shard/s3/nl/584496/4e3da50f-3293-4e10-9769-236c3ee77912/
If You Could Only See,Tonic,4/30/1997,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,https://www.evernote.com/shard/s3/nl/584496/f429f421-b042-4bcc-bf46-9d66748b7ab4/
Africa,Toto,10/30/1982,no,no,yes,yes,no,yes,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,https://www.evernote.com/shard/s3/nl/584496/aab7a4b6-a78c-45ee-90bc-b56d4141288d/
I Will Follow You,Toulouse,1/1/2016,no,no,no,no,yes,no,yes,yes,no,no,no,no,yes,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,https://www.evernote.com/shard/s3/nl/584496/05d52dbc-c980-4e0b-8565-bd99d489dca6/
Danny Boy,Traditional,1/1/1950,no,no,no,no,yes,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,https://www.evernote.com/shard/s3/nl/584496/bd8e8500-3879-451b-b667-b08bdcbd02ed/
Home On The Range,Traditional,1/1/1950,no,no,no,yes,no,yes,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,https://www.evernote.com/shard/s3/nl/584496/e38559b2-5bb9-4167-97a3-6fd5df37c398/
Hey Soul Sister,Train,8/11/2009,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,https://www.evernote.com/shard/s3/nl/584496/f677ea50-9be7-4a71-9783-8b175811339b/
Marry Me,Train,10/25/2010,no,no,no,no,yes,no,yes,yes,no,yes,no,no,yes,yes,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,https://www.evernote.com/shard/s3/nl/584496/d2a6785b-7370-43d8-95cb-d85bf86ef5ac/
End of the Line,Traveling Wilburys,1/23/1989,no,no,no,yes,no,no,no,no,no,no,no,no,yes,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,https://www.evernote.com/shard/s3/nl/584496/551755c2-4364-4f66-899c-8095aef822e6/
Happy Together,Turtles,2/14/1967,yes,no,no,yes,no,no,yes,no,yes,yes,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,https://www.evernote.com/shard/s3/nl/584496/f8e8ac26-def8-44d2-973c-d7e5b7002b74/
With or Without You,U2,3/16/1987,no,no,no,yes,yes,no,yes,yes,no,yes,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,https://www.evernote.com/shard/s3/nl/584496/0a7b4b8b-c78b-447e-98be-e81c7d455863/
Someone Like You,Van Morrisson,11/1/1987,no,no,no,no,yes,no,yes,no,no,yes,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,https://www.evernote.com/shard/s3/nl/584496/7840f4b4-0af5-43d2-800d-1f107818053e/
Fire and the Flood,Vance Joy,7/24/2015,no,no,no,yes,yes,no,yes,yes,no,yes,no,no,yes,yes,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,https://www.evernote.com/shard/s3/nl/584496/3fb1737f-f2dd-4772-ab45-2dbd5ac3a38a/
Shut Up And Dance ,Walk The Moon,9/10/2014,no,no,yes,no,no,yes,no,no,no,no,no,no,no,yes,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,https://www.evernote.com/shard/s3/nl/584496/fe7f1808-8f84-4e35-8841-eb8c14dc412e/
Regulate (feat. Nate Dogg),Warren G,4/28/1994,yes,no,no,yes,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,yes,no,no,no,no,https://www.evernote.com/shard/s3/nl/584496/a627c614-8149-4851-817a-e9e0b9e12754/
Can't Go Back Now,Weepies,4/22/2008,yes,no,no,no,yes,no,no,no,no,no,no,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,https://www.evernote.com/shard/s3/nl/584496/cebe2029-edc7-41bf-ade6-8d7ba0888e3d/
Gotta Have You,Weepies,3/7/2006,no,no,no,yes,no,no,no,no,no,no,no,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,https://www.evernote.com/shard/s3/nl/584496/8fdce4b2-845f-4328-9332-16d329de33ba/
Living In Twilight,Weepies,3/7/2006,yes,no,no,no,yes,no,no,no,no,no,no,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,https://www.evernote.com/shard/s3/nl/584496/1af390a3-4f16-467c-9eff-62b577e3b10e/
Painting by Chagall,Weepies,3/7/2006,yes,no,no,no,yes,no,no,no,no,no,no,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,https://www.evernote.com/shard/s3/nl/584496/848d2291-3446-4bd2-a5ce-eb15c5db2736/
Please Speak Well Of Me,Weepies,8/31/2010,no,no,no,no,yes,no,no,no,no,no,no,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,https://www.evernote.com/shard/s3/nl/584496/254c6b45-b1c9-408d-91ef-2a9b8fa94204/
My Name Is Jonas,Weezer,5/10/1994,no,no,no,yes,no,no,no,no,no,no,no,no,no,yes,no,yes,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,https://www.evernote.com/shard/s3/nl/584496/85c63f7c-6ca9-444e-9028-be9862927cae/
